batch,WSI,caseID,readerID,modalityID,score,experience,experienceResident,labelROI,VTA,percentStroma,densityTILs,createDate,viewerWidth,viewerHeight,viewerMag,task,inputFileName
FDA-HTT-batch006,HTT-TILS-001-70B.ndpi,HTT-TILS-001-70B.ndpi_x32082.2190_y53062.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 11:52:56,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-70B.ndpi,HTT-TILS-001-70B.ndpi_x27895.2190_y25693.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,40,1,2020-11-03 11:53:17,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x50660.2190_y46223.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,29,1,2020-11-03 12:16:00,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x37357.2190_y31412.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,30,1,2020-11-03 12:16:41,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x26314.2190_y31263.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:17:41,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x42466.2190_y18409.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 12:18:05,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x51614.2190_y49123.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 12:18:31,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x49483.2190_y31997.2190,resident4237,camic,2,-1,4,Intra-Tumoral Stroma,TRUE,20,2,2020-11-03 12:19:05,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x57756.2190_y28260.2190,resident4237,camic,3,-1,4,Intra-Tumoral Stroma,TRUE,45,3,2020-11-03 12:19:32,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x42178.2190_y31946.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,55,1,2020-11-03 12:19:53,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x28901.2190_y51555.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,20,0,2020-11-03 12:20:17,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-54B.ndpi,HTT-TILS-001-54B.ndpi_x33086.2190_y53427.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,35,1,2020-11-03 12:20:42,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x69483.2190_y5751.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,50,0,2020-11-03 12:21:16,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x75555.2190_y6496.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,40,0,2020-11-03 12:21:32,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x70915.2190_y8271.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,60,0,2020-11-03 12:21:45,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x76070.2190_y3689.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,25,1,2020-11-03 12:22:08,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x48860.2190_y12052.2190,resident4237,camic,NA,-1,4,Other Regions,FALSE,NA,NA,2020-11-03 12:22:22,1653,969,10,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x35170.2190_y25915.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,40,1,2020-11-03 12:22:41,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x22052.2190_y23681.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,50,0,2020-11-03 12:23:09,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x31332.2190_y26774.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,75,0,2020-11-03 12:23:24,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x63640.2190_y8042.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,40,0,2020-11-03 12:23:41,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-58B.ndpi,HTT-TILS-001-58B.ndpi_x66676.2190_y7240.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,40,1,2020-11-03 12:23:57,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x24761.2190_y13563.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:24:21,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x49573.2190_y49246.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,1,0,2020-11-03 12:24:47,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x22110.2190_y13641.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:24:59,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x80180.2190_y17427.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,10,1,2020-11-03 12:25:22,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x61799.2190_y13338.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,1,1,2020-11-03 12:25:38,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x67933.2190_y47867.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:25:51,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x71829.2190_y49452.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,1,0,2020-11-03 12:26:00,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x57110.2190_y50014.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,1,1,2020-11-03 12:26:18,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x77292.2190_y19850.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 12:26:40,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-52B.ndpi,HTT-TILS-001-52B.ndpi_x59328.2190_y14848.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:26:52,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x29048.2190_y35679.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,45,8,2020-11-03 12:27:48,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x12225.2190_y30725.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,55,5,2020-11-03 12:28:22,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x28016.2190_y17618.2190,resident4237,camic,3,-1,4,Intra-Tumoral Stroma,TRUE,55,3,2020-11-03 12:28:46,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x13154.2190_y34286.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,60,1,2020-11-03 12:29:07,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x30751.2190_y17979.2190,resident4237,camic,3,-1,4,Intra-Tumoral Stroma,TRUE,60,3,2020-11-03 12:29:33,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x12208.2190_y37251.2190,resident4237,camic,7,-1,4,Intra-Tumoral Stroma,TRUE,80,7,2020-11-03 12:29:55,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x31370.2190_y32583.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,50,5,2020-11-03 12:30:17,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x28481.2190_y32892.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,40,5,2020-11-03 12:30:42,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x29048.2190_y21333.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,50,1,2020-11-03 12:30:57,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-59B.ndpi,HTT-TILS-001-59B.ndpi_x31422.2190_y35473.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,40,1,2020-11-03 12:31:14,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x12938.2190_y7977.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,10,0,2020-11-03 12:31:52,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x11032.2190_y11789.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:32:27,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x7791.2190_y11646.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,5,1,2020-11-03 12:32:48,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x19085.2190_y6214.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,10,0,2020-11-03 12:33:03,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x23422.2190_y37713.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,70,8,2020-11-03 12:33:27,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x18561.2190_y40525.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,10,0,2020-11-03 12:33:44,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x12175.2190_y42193.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,5,1,2020-11-03 12:34:00,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x16512.2190_y8168.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,7,0,2020-11-03 12:34:16,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x21468.2190_y40811.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,10,0,2020-11-03 12:34:34,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-57B.ndpi,HTT-TILS-001-57B.ndpi_x15368.2190_y41383.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,5,1,2020-11-03 12:34:48,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x25699.2190_y20250.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,80,1,2020-11-03 12:35:20,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x36842.2190_y33506.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,99,0,2020-11-03 12:37:08,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x28888.2190_y28271.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,99,0,2020-11-03 12:37:21,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x7342.2190_y10913.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,95,1,2020-11-03 12:37:52,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x9799.2190_y10981.2190,resident4237,camic,NA,-1,4,Other Regions,FALSE,NA,NA,2020-11-03 12:38:30,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x28231.2190_y19968.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,33,0,2020-11-03 12:38:59,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x23223.2190_y14905.2190,resident4237,camic,10,-1,4,Intra-Tumoral Stroma,TRUE,55,10,2020-11-03 12:39:40,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x19772.2190_y11529.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 12:39:57,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x25605.2190_y17849.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,30,1,2020-11-03 12:40:12,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch006,HTT-TILS-001-53B.ndpi,HTT-TILS-001-53B.ndpi_x13921.2190_y12223.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,30,5,2020-11-03 12:40:29,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x55065.2190_y31168.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,20,8,2020-11-03 12:41:54,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x20589.2190_y28549.2190,resident4237,camic,30,-1,4,Intra-Tumoral Stroma,TRUE,25,30,2020-11-03 12:42:36,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x53298.2190_y9315.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,5,1,2020-11-03 12:43:19,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x45774.2190_y9940.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,15,5,2020-11-03 12:44:15,1653,969,13.79,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x62251.2190_y9181.2190,resident4237,camic,10,-1,4,Intra-Tumoral Stroma,TRUE,15,10,2020-11-03 12:44:49,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x22840.2190_y25205.2190,resident4237,camic,15,-1,4,Intra-Tumoral Stroma,TRUE,30,15,2020-11-03 12:45:23,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x39884.2190_y27444.2190,resident4237,camic,NA,-1,4,Tumor with No Intervening Stroma,FALSE,NA,NA,2020-11-03 12:45:33,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x30815.2190_y10632.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,10,1,2020-11-03 12:45:51,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x56624.2190_y12642.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,40,8,2020-11-03 12:46:28,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-50B.ndpi,HTT-TILS-001-50B.ndpi_x34597.2190_y27917.2190,resident4237,camic,10,-1,4,Intra-Tumoral Stroma,TRUE,1,10,2020-11-03 12:48:33,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x62695.2190_y41993.2190,resident4237,camic,6,-1,4,Intra-Tumoral Stroma,TRUE,30,6,2020-11-03 12:49:14,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x33394.2190_y11770.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,70,1,2020-11-03 12:49:43,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x38258.2190_y9382.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,80,5,2020-11-03 12:50:12,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x68326.2190_y41333.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,30,0,2020-11-03 12:50:31,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x29209.2190_y8565.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,60,1,2020-11-03 12:50:49,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x65350.2190_y44343.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,30,1,2020-11-03 12:51:08,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x42349.2190_y13526.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,45,1,2020-11-03 12:51:29,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x45595.2190_y13944.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,75,1,2020-11-03 12:51:43,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x47165.2190_y10804.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,15,1,2020-11-03 12:53:28,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-49B.ndpi,HTT-TILS-001-49B.ndpi_x49314.2190_y40147.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,50,1,2020-11-03 12:53:50,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x24788.2190_y12599.2190,resident4237,camic,NA,-1,4,Other Regions,FALSE,NA,NA,2020-11-03 12:54:10,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x18519.2190_y51918.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,50,5,2020-11-03 12:54:23,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x16296.2190_y11690.2190,resident4237,camic,NA,-1,4,Other Regions,FALSE,NA,NA,2020-11-03 12:54:31,1653,969,17.28,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x18581.2190_y54842.2190,resident4237,camic,4,-1,4,Intra-Tumoral Stroma,TRUE,55,4,2020-11-03 12:54:54,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x8999.2190_y51420.2190,resident4237,camic,3,-1,4,Intra-Tumoral Stroma,TRUE,75,3,2020-11-03 12:55:12,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x33892.2190_y7072.2190,resident4237,camic,NA,-1,4,Other Regions,FALSE,NA,NA,2020-11-03 12:55:22,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x13043.2190_y54842.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,40,5,2020-11-03 12:55:38,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x15532.2190_y55091.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,50,5,2020-11-03 12:55:49,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x13043.2190_y51731.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,75,8,2020-11-03 12:56:03,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-48B.ndpi,HTT-TILS-001-48B.ndpi_x10243.2190_y54407.2190,resident4237,camic,2,-1,4,Intra-Tumoral Stroma,TRUE,75,2,2020-11-03 12:56:13,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x18655.2190_y5894.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,75,5,2020-11-03 12:56:44,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x12601.2190_y19050.2190,resident4237,camic,8,-1,4,Intra-Tumoral Stroma,TRUE,50,8,2020-11-03 12:57:19,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x16531.2190_y11034.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,20,1,2020-11-03 12:57:35,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x42194.2190_y27845.2190,resident4237,camic,5,-1,4,Intra-Tumoral Stroma,TRUE,60,5,2020-11-03 12:57:56,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x20780.2190_y45598.2190,resident4237,camic,0,-1,4,Intra-Tumoral Stroma,TRUE,40,0,2020-11-03 12:58:14,1653,969,14.4,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x17504.2190_y8434.2190,resident4237,camic,3,-1,4,Intra-Tumoral Stroma,TRUE,60,3,2020-11-03 12:58:39,1653,969,12,doVTA_caMicro_v1.0,NA
FDA-HTT-batch005,HTT-TILS-001-43B.ndpi,HTT-TILS-001-43B.ndpi_x14785.2190_y13832.2190,resident4237,camic,1,-1,4,Intra-Tumoral Stroma,TRUE,5,1,2020-11-03 12:58:53,1653,969,14.4,doVTA_caMicro_v1.0,NA
