"task","batch","WSI","ROI","left","top","width","height","widthMicrons","heightMicrons"
"doVTA","FDA-HTT-batch002","HTT-TILS-001-20B.ndpi","HTT-TILS-001-20B.ndpi_x51700.2190_y29891.2190",51700,29891,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-20B.ndpi","HTT-TILS-001-20B.ndpi_x24898.2190_y12847.2190",24898,12847,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x41074.2190_y4038.2190",41074,4038,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x27235.2190_y10576.2190",27235,10576,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x47022.2190_y16795.2190",47022,16795,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x25539.2190_y13944.2190",25539,13944,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x7300.2190_y6742.2190",7300,6742,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x38254.2190_y4296.2190",38254,4296,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x34522.2190_y7884.2190",34522,7884,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x45941.2190_y5218.2190",45941,5218,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x24457.2190_y11609.2190",24457,11609,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch002","HTT-TILS-001-21B.ndpi","HTT-TILS-001-21B.ndpi_x26055.2190_y2809.2190",26055,2809,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x15929.2190_y34171.2190",15929,34171,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x6154.2190_y5394.2190",6154,5394,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x19659.2190_y8770.2190",19659,8770,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x10511.2190_y32090.2190",10511,32090,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x17578.2190_y32326.2190",17578,32326,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x12985.2190_y33229.2190",12985,33229,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x15576.2190_y7553.2190",15576,7553,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x21476.2190_y34119.2190",21476,34119,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x12710.2190_y6846.2190",12710,6846,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-24B.ndpi","HTT-TILS-001-24B.ndpi_x10080.2190_y5315.2190",10080,5315,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x9367.2190_y7836.2190",9367,7836,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x43482.2190_y14282.2190",43482,14282,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x16967.2190_y21600.2190",16967,21600,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x26087.2190_y4937.2190",26087,4937,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x47282.2190_y12396.2190",47282,12396,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x17896.2190_y5753.2190",17896,5753,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x36136.2190_y19095.2190",36136,19095,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x30703.2190_y6429.2190",30703,6429,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x13617.2190_y5472.2190",13617,5472,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-25B.ndpi","HTT-TILS-001-25B.ndpi_x28170.2190_y21291.2190",28170,21291,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x26562.2190_y65032.2190",26562,65032,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x22046.2190_y16263.2190",22046,16263,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x4760.2190_y32538.2190",4760,32538,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x21375.2190_y29294.2190",21375,29294,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x5333.2190_y25656.2190",5333,25656,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x5333.2190_y19777.2190",5333,19777,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x22143.2190_y35328.2190",22143,35328,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x5262.2190_y30364.2190",5262,30364,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x4855.2190_y34952.2190",4855,34952,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-26B.ndpi","HTT-TILS-001-26B.ndpi_x21665.2190_y22382.2190",21665,22382,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x29456.2190_y23838.2190",29456,23838,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x26734.2190_y25670.2190",26734,25670,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x19248.2190_y7925.2190",19248,7925,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x9863.2190_y13619.2190",9863,13619,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x5114.2190_y25709.2190",5114,25709,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x29142.2190_y27868.2190",29142,27868,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x6818.2190_y23587.2190",6818,23587,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x32021.2190_y22634.2190",32021,22634,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x27519.2190_y30748.2190",27519,30748,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-27B.ndpi","HTT-TILS-001-27B.ndpi_x24221.2190_y31899.2190",24221,31899,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x15066.2190_y22685.2190",15066,22685,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x7995.2190_y25328.2190",7995,25328,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x23418.2190_y7123.2190",23418,7123,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x19151.2190_y6333.2190",19151,6333,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x14569.2190_y10663.2190",14569,10663,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x11756.2190_y10316.2190",11756,10316,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x22944.2190_y22357.2190",22944,22357,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x17571.2190_y24664.2190",17571,24664,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x26841.2190_y19455.2190",26841,19455,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-28B.ndpi","HTT-TILS-001-28B.ndpi_x13115.2190_y7661.2190",13115,7661,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x8546.2190_y30475.2190",8546,30475,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x11074.2190_y23245.2190",11074,23245,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x11746.2190_y17872.2190",11746,17872,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x12575.2190_y8391.2190",12575,8391,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x9059.2190_y25220.2190",9059,25220,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x10402.2190_y8470.2190",10402,8470,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x10758.2190_y14672.2190",10758,14672,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x10797.2190_y28776.2190",10797,28776,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x9533.2190_y19729.2190",9533,19729,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-29B.ndpi","HTT-TILS-001-29B.ndpi_x12694.2190_y13922.2190",12694,13922,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x6797.2190_y7632.2190",6797,7632,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x18508.2190_y6930.2190",18508,6930,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x25937.2190_y4655.2190",25937,4655,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x20856.2190_y4196.2190",20856,4196,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x16113.2190_y17190.2190",16113,17190,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x12895.2190_y16076.2190",12895,16076,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x19210.2190_y18786.2190",19210,18786,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x29204.2190_y3590.2190",29204,3590,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x23977.2190_y7365.2190",23977,7365,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-31B.ndpi","HTT-TILS-001-31B.ndpi_x17396.2190_y4220.2190",17396,4220,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x34191.2190_y65798.2190",34191,65798,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x18904.2190_y11662.2190",18904,11662,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x21962.2190_y64754.2190",21962,64754,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x24199.2190_y11960.2190",24199,11960,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x21440.2190_y9947.2190",21440,9947,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x28605.2190_y65610.2190",28605,65610,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x41498.2190_y62219.2190",41498,62219,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x52655.2190_y56958.2190",52655,56958,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x25690.2190_y63710.2190",25690,63710,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch003","HTT-TILS-001-32B.ndpi","HTT-TILS-001-32B.ndpi_x24721.2190_y9052.2190",24721,9052,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x36146.2190_y22909.2190",36146,22909,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x56204.2190_y38915.2190",56204,38915,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x33102.2190_y50049.2190",33102,50049,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x25888.2190_y33488.2190",25888,33488,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x26883.2190_y14471.2190",26883,14471,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x29652.2190_y6224.2190",29652,6224,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x33186.2190_y6616.2190",33186,6616,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x29809.2190_y47938.2190",29809,47938,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x32624.2190_y18730.2190",32624,18730,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-33B.ndpi","HTT-TILS-001-33B.ndpi_x34031.2190_y35865.2190",34031,35865,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x10510.2190_y9928.2190",10510,9928,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x12987.2190_y9103.2190",12987,9103,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x12781.2190_y35937.2190",12781,35937,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x10510.2190_y43523.2190",10510,43523,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x12832.2190_y14160.2190",12832,14160,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x12825.2190_y25012.2190",12825,25012,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x10717.2190_y28403.2190",10717,28403,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x9943.2190_y40840.2190",9943,40840,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x13400.2190_y32583.2190",13400,32583,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-34B.ndpi","HTT-TILS-001-34B.ndpi_x9943.2190_y34492.2190",9943,34492,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x20653.2190_y57727.2190",20653,57727,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x26584.2190_y35550.2190",26584,35550,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x45391.2190_y54896.2190",45391,54896,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x42964.2190_y11081.2190",42964,11081,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x11553.2190_y36898.2190",11553,36898,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x28674.2190_y14924.2190",28674,14924,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x25506.2190_y14991.2190",25506,14991,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x48896.2190_y34674.2190",48896,34674,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x35954.2190_y57053.2190",35954,57053,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-35B.ndpi","HTT-TILS-001-35B.ndpi_x37639.2190_y12227.2190",37639,12227,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x16351.2190_y66399.2190",16351,66399,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x33135.2190_y42036.2190",33135,42036,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x21442.2190_y75978.2190",21442,75978,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x13136.2190_y59218.2190",13136,59218,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x20409.2190_y65907.2190",20409,65907,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x24534.2190_y72700.2190",24534,72700,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x18456.2190_y69695.2190",18456,69695,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x78436.2190_y4403.2190",78436,4403,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x30087.2190_y49920.2190",30087,49920,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-37B.ndpi","HTT-TILS-001-37B.ndpi_x82815.2190_y26206.2190",82815,26206,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x40654.2190_y9516.2190",40654,9516,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x29327.2190_y31892.2190",29327,31892,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x38096.2190_y28722.2190",38096,28722,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x32797.2190_y30872.2190",32797,30872,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x25844.2190_y45570.2190",25844,45570,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x46523.2190_y8341.2190",46523,8341,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x43426.2190_y8862.2190",43426,8862,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x23080.2190_y45808.2190",23080,45808,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x35136.2190_y29564.2190",35136,29564,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-38B.ndpi","HTT-TILS-001-38B.ndpi_x20029.2190_y20783.2190",20029,20783,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x23657.2190_y9481.2190",23657,9481,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x23810.2190_y6174.2190",23810,6174,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x26760.2190_y8158.2190",26760,8158,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x43800.2190_y19806.2190",43800,19806,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x11282.2190_y39718.2190",11282,39718,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x39018.2190_y29521.2190",39018,29521,2190,2190,500.079921448633,500.079921448633
